Contrato;Estado;Descrição;Tipo de contrato;Tipo de procedimento;Data de publicação;Data de celebração;Data de fecho;Prazo de execução;Local de execução (País, Distrito, Concelho);Preço contratual;Preço total efetivo;Entidade adjudicante;Entidade adjudicante (NIF);Entidade adjudicante (ID);Entidade adjudicatária;Entidade adjudicatária (NIF);Entidade adjudicatária (ID);Convidados (ID|NIF|Descrição);Concorrentes (ID|NIF|Descrição);Anúncio (ID);Fundamentação;Fundamentação da necessidade de recurso ao ajuste direto;Procedimento centralizado;CPV;Objeto do contrato;Incrementos superiores a 15%;Causas das alterações do prazo;Causas das alterações do preço;Documentos (IDs);Observações
142;;Ferramentas / utensílios e afins para a formação,Estabelecimento Prisional Tires;;Ajuste directo;08/08/2008;;;30 dias;;9,60 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;A. Machado, Lda.ª;501914420;210;;;;Não Preenchido;Não aplicável;;;Ferramentas / utensílios e afins para a formação,Estabelecimento Prisional Tires;;;;;
143;;Vestuário e artigos de protecção - Estabelecimento Prisional Porto;;Ajuste directo;08/08/2008;;;30 dias;;24,00 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;A. Machado, Lda.ª;501914420;210;;;;Não Preenchido;Não aplicável;;;Vestuário e artigos de protecção - Estabelecimento Prisional Porto;;;;;
144;;Serviço para conservação e reparação de equipamento - Sede CPJustiça;;Ajuste directo;14/08/2008;;;30 dias;;158,02 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Mecolar - Mecânica de ar-condicionado, Lda.ª;502849460;211;;;;Não Preenchido;Não aplicável;;;Serviço para conservação e reparação de equipamento - Sede CPJustiça;;;;;
145;;Reparação de motor Sub 8;;Ajuste directo;29/08/2008;;;2 dias;;10.091,00 €;;Câmara Municípal de Penacova;506657957;212;Bombas Grundfos Portugal S.A.;502085576;213;;;;Alínea  e) do nº 1 do artº 24º do Dec.Lei 18/07, de 29/01;Não aplicável;;;Reparação de motor Sub 8;;;;;
146;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Serviço de Anatomia Patológica;;Ajuste directo;29/08/2008;;;365 dias;;14.324,00 €;;Hospitais da Universidade de Coimbra;501547371;214;CPCHS – Companhia Portuguesa de Computadores – Healthcare Solutions, S.A.;502479418;215;;;;Alínea e) do n.º 1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Serviço de Anatomia Patológica;;;;;
147;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Sistema de Informação GIAF – Área Financeira;;Ajuste directo;29/08/2008;;;365 dias;;38.409,00 €;;Hospitais da Universidade de Coimbra;501547371;214;CPCHS – Companhia Portuguesa de Computadores – Healthcare Solutions, S.A.;502479418;215;;;;Alínea e) do n.º 1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Sistema de Informação GIAF – Área Financeira;;;;;
148;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – SIBAS - Sistema Integrado para a Gestão do Serviço de Sangue;;Ajuste directo;29/08/2008;;;365 dias;;14.027,00 €;;Hospitais da Universidade de Coimbra;501547371;214;CPCHS – Companhia Portuguesa de Computadores – Healthcare Solutions, S.A.;502479418;215;;;;Alínea e) do n.º 1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – SIBAS - Sistema Integrado para a Gestão do Serviço de Sangue;;;;;
149;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – FACTUS – Sistema Integrado de Facturação Hospitalar;;Ajuste directo;29/08/2008;;;365 dias;;19.532,00 €;;Hospitais da Universidade de Coimbra;501547371;214;CPCHS – Companhia Portuguesa de Computadores – Healthcare Solutions, S.A.;502479418;215;;;;Alínea e) do n.º 1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – FACTUS – Sistema Integrado de Facturação Hospitalar;;;;;
150;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Processo Clínico Electrónico - Ginecologia;;Ajuste directo;29/08/2008;;;365 dias;;12.069,00 €;;Hospitais da Universidade de Coimbra;501547371;214;CPCHS – Companhia Portuguesa de Computadores – Healthcare Solutions, S.A.;502479418;215;;;;Alínea e) do n.º 1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Processo Clínico Electrónico - Ginecologia;;;;;
151;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Gestão Hospitalar;;Ajuste directo;29/08/2008;;;365 dias;;80.329,00 €;;Hospitais da Universidade de Coimbra;501547371;214;CPCHS – Companhia Portuguesa de Computadores – Healthcare Solutions, S.A.;502479418;215;;;;Alínea e) do n.º 1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Gestão Hospitalar;;;;;
152;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – SGICM, Farmácia Hospitalar e Logística Hospitalar;;Ajuste directo;29/08/2008;;;365 dias;;82.066,00 €;;Hospitais da Universidade de Coimbra;501547371;214;CPCHS – Companhia Portuguesa de Computadores – Healthcare Solutions, S.A.;502479418;215;;;;Alínea e) do n.º 1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – SGICM, Farmácia Hospitalar e Logística Hospitalar;;;;;
153;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Serviços Complementares de Apoio SGICM;;Ajuste directo;29/08/2008;;;365 dias;;46.080,00 €;;Hospitais da Universidade de Coimbra;501547371;214;CPCHS – Companhia Portuguesa de Computadores – Healthcare Solutions, S.A.;502479418;215;;;;Alínea e) do n.º 1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Renovação de Contrato de Manutenção de Software Aplicacional para 2008 – Serviços Complementares de Apoio SGICM;;;;;
154;;Objecto do contrato - Adaptação do Serviço de Medicina a Unidade de Convalescença;;Ajuste directo;29/08/2008;;;30 dias;;13.520,00 €;;Hospital José Luciano de Castro - Anadia;501613021;216;Cipriano Pereira de Carvalho & Filhos, Lda.;501387080;217;;;;Alínea b) do nº 1 do artigo 74º do CCP;Não aplicável;;;Objecto do contrato - Adaptação do Serviço de Medicina a Unidade de Convalescença;;;;;
155;;Recuperação e Montagem de Um Cais Flutuante no Gaio;;Ajuste directo;29/08/2008;;;30 dias;;63.800,00 €;;Câmara Municipal da Moita;506791220;85;Jaime Manuel Costa, Reparações Navais;119057514;218;;;;Não Preenchido;Não aplicável;;;Recuperação e Montagem de Um Cais Flutuante no Gaio;;;;;
156;;1500 sacos para moloks de 3000 litros de capacidade;;Ajuste directo;11/08/2008;;;1 dias;;4.470,00 €;;Câmara Municipal da Nazaré;507012100;47;Sopsa – Representações e Comércio, Lda;502832266;219;;;;Não Preenchido;Não aplicável;;;1500 sacos para moloks de 3000 litros de capacidade;;;;;
157;;Aquisição de serviços - Espectáculo Mariza 20 de Agosto de 2008.;;Ajuste directo;29/08/2008;;;1 dias;;68.232,00 €;;Câmara Municipal de Albufeira;503539473;120;Estratégia – Produções de Eventos Culturais, Lda.;504821440;117;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços - Espectáculo Mariza 20 de Agosto de 2008.;;;;;
158;;Aquisição de bens - Carregamento de máquina de franquear;;Ajuste directo;29/08/2008;;;1 dias;;11.820,00 €;;Câmara Municípal de Albufeira;503539473;120;CTT – Correios de Portugal, SA.;500077568;222;;;;Alínea e) do n.º1 do art. 24.º do Decreto-Lei n.º18/2008, de 29 de Janeiro.;Não aplicável;;;Aquisição de bens - Carregamento de máquina de franquear;;;;;
159;;Aquisição de bens – Fornecimento de 20 mil litros de gasóleo rodoviário;;Ajuste directo;29/08/2008;;;3 dias;;27.453,60 €;;Câmara Municípal de Albufeira;503539473;120;BP Portugal – Comércio de Consumíveis e Lubrificantes SA.;500194670;125;;;;Alinea e) do nº 1 do artº 26 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens – Fornecimento de 20 mil litros de gasóleo rodoviário;;;;;
160;;Aquisição de bens – Fornecimento de 20 mil litros de gasóleo rodoviário;;Ajuste directo;29/08/2008;;;3 dias;;27.453,60 €;;Câmara Municípal de Albufeira;503539473;120;BP Portugal – Comércio de Consumíveis e Lubrificantes SA.;500194670;125;;;;Alinea e) do nº 1 do artº 26 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens – Fornecimento de 20 mil litros de gasóleo rodoviário;;;;;
161;;Aquisição de serviços - Aluguer de espaço na Bolsa de Turismo de Lisboa (BTL/2009) (25%);;Ajuste directo;29/08/2008;;;5 dias;;3.450,00 €;;Câmara Municípal de Albufeira;503539473;120;Associação Industrial Portuguesa;500032335;224;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços - Aluguer de espaço na Bolsa de Turismo de Lisboa (BTL/2009) (25%);;;;;
162;;Aquisição de bens – Aquisição de 1 Fotocopiadora NASHUATEC MP C2000;;Ajuste directo;29/08/2008;;;5 dias;;4.472,40 €;;Câmara Municípal de Albufeira;503539473;120;Beltrão Coelho (Algarve) Equipamentos de Escritório, Lda.;502098317;122;;;;Alinea e) do nº 1 do artº 26 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens – Aquisição de 1 Fotocopiadora NASHUATEC MP C2000;;;;;
163;;Fornecimento e instalação de Três Torres de Iluminação no Parque Verde;;Ajuste directo;29/08/2008;;;5 dias;;12.608,01 €;;Câmara Municipal de Vinhais;501156003;226;ETE – Empresa de Telecomunicações e Electricidade, Lda;502047097;227;;;;Não Preenchido;Não aplicável;;;Fornecimento e instalação de Três Torres de Iluminação no Parque Verde;;;;;
164;;Fornecimento e Instalação de Divisórias em Vidro;;Ajuste directo;29/08/2008;;;5 dias;;6.100,00 €;;Câmara Municipal de Vinhais;501156003;226;Vidraria Flaviense, Lda;502803843;228;;;;Não Preenchido;Não aplicável;;;Fornecimento e Instalação de Divisórias em Vidro;;;;;
165;;Aquisição de equipamento informático;Aquisição de bens móveis;Ajuste directo;29/08/2008;29/08/2008;10/09/2008;12 dias;Portugal, Vila Real, Murça;7.257,84 €;7.257,84 €;Câmara Municípal de Murça;506862763;229;Douromática – Sistemas Informáticos, Lda;506841316;230;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;30200000-1, Equipamento e material informático;Aquisição de equipamento informático;;;;;
167;;Fornecimento de Manuais Escolares (Ano Lectivo 2008/2009);;Ajuste directo;29/08/2008;;;5 dias;;4.528,28 €;;Câmara Municípal de Miranda do Douro;506806898;23;Zeza Maria Pereira da Fonseca Firmino;157701700;233;;;;Não Preenchido;Não aplicável;;;Fornecimento de Manuais Escolares (Ano Lectivo 2008/2009);;;;;
168;;Contratação do Grupo “EZ Special”, no dia 28 de Setembro, no âmbito das Festas do Concelho.;;Ajuste directo;29/08/2008;;28/09/2008;1 dias;;12.000,00 €;12.000,00 €;Câmara Municipal de Resende;506349381;234;Sociedade Lusa de Espectáculos, Lda.;506469077;235;;;;Não Preenchido;Não aplicável;;;Contratação do Grupo “EZ Special”, no dia 28 de Setembro, no âmbito das Festas do Concelho.;;;;;
169;;Empreitada de “Execução de Trabalhos de Instalação Eléctrica no Edifício dos Paços do Concelho”;;Ajuste directo;17/06/2009;;;15 dias;Portugal, Santarém, Entroncamento;2.686,55 €;;Câmara Municipal do Entroncamento;501120149;160;Aviso Vermelho – Tecnologias e Segurança, Ldª;508270405;236;;;;Artigo 19.º, alínea a) do Código dos Contratos Públicos;Não aplicável;;;Empreitada de “Execução de Trabalhos de Instalação Eléctrica no Edifício dos Paços do Concelho”;;;;;
170;;Fornecimento e aplicação de portas e janelas em alumínio para a EB1, nº 5, de Peniche e Jardim de Infância de Geraldes;;Ajuste directo;01/09/2008;;;10 dias;;6.700,00 €;;Câmara Municipal de Peniche;506812820;237;Vepel Ibérica – Indústria e Comércio de Materiais Construção Civil, Lda.;500296472;238;;;;Não Preenchido;Não aplicável;;;Fornecimento e aplicação de portas e janelas em alumínio para a EB1, nº 5, de Peniche e Jardim de Infância de Geraldes;;;;;
171;;Projecto de Iluminação Pública e Cénica da Vila de Arraiolos;Aquisição de serviços;Ajuste directo;01/09/2008;27/08/2008;23/09/2008;35 dias;Portugal, Évora, Arraiolos;23.500,00 €;22.325,00 €;Câmara Municípal de Arraiolos;501258027;239;Eclipz-Design de  Iluminação, Lda;508691176;240;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;71200000-0, Serviços de arquitectura e afins;Projecto de Iluminação Pública e Cénica da Vila de Arraiolos;;;O adjudicatário não cumpriu com a última parte do fornecimento (Acompanhamento da obra);;
173;;Fornecimento e aplicação de pavimento decorativo;Aquisição de bens móveis;Ajuste directo;26/08/2008;14/08/2008;30/12/2008;30 dias;Portugal, Castelo Branco, Sertã;30.368,00 €;30.368,00 €;Câmara Municipal da Sertã;506963837;103;Resopre – Sociedade revendedora de aparelhos de precisão SA;500231206;242;;;;Artigo 19.º, alínea a) do Código dos Contratos Públicos;Não aplicável;;39300000-5, Equipamento diverso;Fornecimento e aplicação de pavimento decorativo;;;;;
175;;Matérias primas e subsidiárias para a formação - Estabelecimento Prisional Caxias;;Ajuste directo;01/09/2008;;;30 dias;;357,95 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Rei das Tintas, Lda.ª;504419447;243;;;;Não Preenchido;Não aplicável;;;Matérias primas e subsidiárias para a formação - Estabelecimento Prisional Caxias;;;;;
176;;Serviços de publicação de anúncios para contratação de formadores;;Ajuste directo;01/09/2008;;;30 dias;;4.814,40 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Interplus - Publicidade de Serviços, Lda.ª;501990046;244;;;;Não Preenchido;Não aplicável;;;Serviços de publicação de anúncios para contratação de formadores;;;;;
177;;Matérias primas e subsidiárias para a formação;;Ajuste directo;01/09/2008;;;30 dias;;1.661,16 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Leiripinta, Lda.;503899739;245;;;;Não Preenchido;Não aplicável;;;Matérias primas e subsidiárias para a formação;;;;;
178;;Matérias primas e subsidiárias para a Formação - Estabelecimento Prisional Regional Leiria;;Ajuste directo;01/09/2008;;;30 dias;;1.509,14 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Leiripinta, Lda.;503899739;245;;;;Não Preenchido;Não aplicável;;;Matérias primas e subsidiárias para a Formação - Estabelecimento Prisional Regional Leiria;;;;;
179;;"Artigos para conservação e reparação de viaturas (UMM –EU-95-05) - 
Núcleo de Formação de Alcoentre";;Ajuste directo;08/08/2008;;;30 dias;;102,00 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;J.L. Neves, Lda.ª;506237052;246;;;;Não Preenchido;Não aplicável;;;"Artigos para conservação e reparação de viaturas (UMM –EU-95-05) - 
Núcleo de Formação de Alcoentre";;;;;
180;;Artigos para conservação e reparação de viaturas ( Tractor FIAT ) - Núcleo de Formação de Alcoentre;;Ajuste directo;08/08/2008;;;30 dias;;102,00 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;J.L. Neves, Lda.ª;506237052;246;;;;Não Preenchido;Não aplicável;;;Artigos para conservação e reparação de viaturas ( Tractor FIAT ) - Núcleo de Formação de Alcoentre;;;;;
181;;Material didáctico para a formação - Estabelecimento Prisional Tires;;Ajuste directo;01/09/2008;;;30 dias;;22,80 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Ricomac - Equip. e Produtos para Escritório L.da;501904760;247;;;;Não Preenchido;Não aplicável;;;Material didáctico para a formação - Estabelecimento Prisional Tires;;;;;
182;;Material de Segurança e Higiene - Sede – CPJustiça;;Ajuste directo;01/09/2008;;;30 dias;;3,00 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Ricomac - Equip. e Produtos para Escritório L.da;501904760;247;;;;Não Preenchido;Não aplicável;;;Material de Segurança e Higiene - Sede – CPJustiça;;;;;
183;;Prestação de serviços para Reparação do Autocarro MAN 76-89-ZG;;Ajuste directo;01/09/2008;;;2 dias;;7.925,20 €;;Câmara Municípal de Aljezur;505932512;65;Hydraplan – Manutenção e Comércio de Veículos, S.A.;507448979;248;;;;Não Preenchido;Não aplicável;;;Prestação de serviços para Reparação do Autocarro MAN 76-89-ZG;;;;;
184;;Aquisição de Bens - Aquisição de 1 equipamento Canon i-Sensys Fax-1380S;;Ajuste directo;01/09/2008;;;5 dias;;709,80 €;;Serviço de Estrangeiros e Fronteiras;600015955;249;Canon Portugal S.A,;507477740;250;;;;Alínea e) do n.º1 do artigo 26.º, conjugado com o n.º1 do artigo 258.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Aquisição de Bens - Aquisição de 1 equipamento Canon i-Sensys Fax-1380S;;;;;
185;;Celebração de contrato de seguro de acidentes de trabalho.;;Ajuste directo;01/09/2008;;;180 dias;;795,00 €;;Serviços Municipalizados de Água e Saneamento de Sintra;680000054;251;AGE – Mediação de Seguros, Lda. (Agente exclusivo da AXA Seguros Portugal);506025969;252;;;;Não Preenchido;Não aplicável;;;Celebração de contrato de seguro de acidentes de trabalho.;;;;;
186;;Aluguer de 6 toiros de lide para a Corrida de Toiros da Juventude;;Ajuste directo;01/09/2008;;;1 dias;;9.900,00 €;;Câmara Municípal de Alandroal;506772527;91;Herdade do Emaús Sociedade Agrícola, Lda.;503733580;254;;;;Não Preenchido;Não aplicável;;;Aluguer de 6 toiros de lide para a Corrida de Toiros da Juventude;;;;;
187;;Implementação de sistemas de segurança no novo edifício do ISP.;;Ajuste directo;01/09/2008;;02/09/2009;30 dias;;12.025,47 €;12.025,47 €;ISP – Instituto de Seguros de Portugal;501328599;255;Prosegur – Companhia de Segurança, Lda.;501290567;256;;;;Não Preenchido;Não aplicável;;;Implementação de sistemas de segurança no novo edifício do ISP.;;;;;
188;;Aquisição de serviços para apresentação de um espectáculo com “Anjos”;;Ajuste directo;01/09/2008;;;1 dias;;18.000,00 €;;Câmara Municípal de Alandroal;506772527;91;Angelminds, Gestão e Promoção de Espectáculos, Lda;506752828;257;;;;Alínea e) do n.º1, Artº. 24º, do Decreto-lei n.º 18/2008 de 29/01/2008;Não aplicável;;;Aquisição de serviços para apresentação de um espectáculo com “Anjos”;;;;;
189;;Aquisição de serviços para apresentação de um espectáculo “Fado com Flamenco e Napolitanas”;;Ajuste directo;01/09/2008;;;1 dias;;14.500,00 €;;Câmara Municípal de Alandroal;506772527;91;By The Music Produções Musicais, Lda.;506227871;258;;;;Alínea e) do n.º1, Artº. 24º, do Decreto-lei n.º 18/2008 de 29/01/2008;Não aplicável;;;Aquisição de serviços para apresentação de um espectáculo “Fado com Flamenco e Napolitanas”;;;;;
190;;Aquisição de Serviços de Alojamento;;Ajuste directo;01/09/2008;;;2 dias;;5.142,86 €;;Câmara Municípal de Vila Nova de Gaia;505335018;259;Hotel Meliá Gaia Porto;501915451;260;;;;Não Preenchido;Não aplicável;;;Aquisição de Serviços de Alojamento;;;;;
191;;Prestação serviços destinados à realização do circuito de transportes urbanos de Chaves;Aquisição de serviços;Ajuste directo;02/09/2008;02/09/2008;02/09/2009;365 dias;Portugal, Vila Real, Chaves;42.000,00 €;42.000,00 €;Câmara Municipal de Chaves;501205551;261;Auto Viação do Tâmega, Lda.;500038619;262;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;60112000-6, Serviços de transporte público rodoviário;Prestação serviços destinados à realização do circuito de transportes urbanos de Chaves;;;;;
193;;Fornecimento e montagem de ar condicionado na Sala de Sistemas;;Ajuste directo;02/09/2008;;;3 dias;;11.301,60 €;;Hospital Central de Faro;501457399;49;Maint, Lda;506798364;264;;;;Ao abrigo do disposto na alínea c) do nº 1 do art. 24º Dec.Lei 18/08 de 29/01;Não aplicável;;;Fornecimento e montagem de ar condicionado na Sala de Sistemas;;;;;
194;;Equipamento para composição do bastidor distribuidor de piso do Serviço de Urgência de Pediatria;;Ajuste directo;02/09/2008;;;3 dias;;12.365,56 €;;Hospital Central de Faro;501457399;49;Telindus;503270350;265;;;;Ao abrigo do disposto na alínea c) do nº 1 do art. 24º Dec.Lei 18/08 de 29/01;Não aplicável;;;Equipamento para composição do bastidor distribuidor de piso do Serviço de Urgência de Pediatria;;;;;
195;;Aquisição de switch cisco catalyst;;Ajuste directo;02/09/2008;;;3 dias;;9.324,80 €;;Hospital Central de Faro;501457399;49;Telindus;503270350;265;;;;Ao abrigo do disposto na alínea c) do nº 1 do art. 24º Dec.Lei 18/08 de 29/01;Não aplicável;;;Aquisição de switch cisco catalyst;;;;;
196;;Fornecimento de vacuómetros e debitómetros;;Ajuste directo;02/09/2008;;;7 dias;;8.049,19 €;;Hospital Central de Faro;501457399;49;Air Liquide Medicinal, S.A.;501576436;266;;;;Ao abrigo do disposto na alínea e) do nº 1 do art. 24º Dec.Lei 18/08 de 29/01;Não aplicável;;;Fornecimento de vacuómetros e debitómetros;;;;;
197;;950 - Medicamento “Riluzol 50mg”;;Ajuste directo;02/09/2008;;;3 dias;;12.969,30 €;;Hospital central de Faro;501457399;49;Sanofi-Aventis – Produtos farmacêuticos, S.A.;500134960;268;;;;Ao abrigo da alínea e) do n.º1 do art.º 24.º do decreto-Lei n.º 18/08 de 29/01;Não aplicável;;;950 - Medicamento “Riluzol 50mg”;;;;;
198;;973 – Lentes Intraoculares;;Ajuste directo;02/09/2008;;;2 dias;;7.022,40 €;;Hospital Central de Faro;501457399;49;Bausch & Lomb, S.A.;980218764;50;;;;Ao abrigo da alínea e) do n.º 1 do art.º 24.º do Decreto-Lei n.º 18/08 de 29/01;Não aplicável;;;973 – Lentes Intraoculares;;;;;
199;;981 – Medicamento “Erlotinib 100mg”;;Ajuste directo;02/09/2008;;;1 dias;;9.450,00 €;;Hospital Central de Faro;501457399;49;Roche Farmacêutica & Química, Lda.;504282921;270;;;;Ao abrigo da alínea e) do n.º 1 do art.º 24.º do Decreto-Lei n.º 18/08 de 29/01;Não aplicável;;;981 – Medicamento “Erlotinib 100mg”;;;;;
200;;1011 - Lentes Intraoculares;;Ajuste directo;02/09/2008;;;2 dias;;12.381,60 €;;Hospital Central de Faro;501457399;49;Bausch & Lomb, S.A.;980218764;50;;;;Ao abrigo da alínea e) do n.º 1 do art.º 24.º do Decreto-Lei n.º 18/08 de 29/01;Não aplicável;;;1011 - Lentes Intraoculares;;;;;
201;;Serviços de Limpeza;;Ajuste directo;02/09/2008;;;61 dias;;16.935,70 €;;ADSE – Direcção Geral de Protecção Social aos Funcionários e Agentes da Administração Pública;600000303;271;Executive Clean – Prestação Serviços de Limpeza e Manutenção, S. A.;504839748;272;;;;Não Preenchido;Não aplicável;;;Serviços de Limpeza;;;;;
202;;Serviços de vigilância e segurança;;Ajuste directo;02/09/2008;;;61 dias;;18.405,94 €;;ADSE – Direcção Geral de Protecção Social aos Funcionários e Agentes da Administração Pública;600000303;271;Prestibel  - Empresa de Segurança, S.A.;501326456;273;;;;Não Preenchido;Não aplicável;;;Serviços de vigilância e segurança;;;;;
203;;Aquisição de material de Água para Ordem de Serviço DSUA nº 1182/2008;;Ajuste directo;02/09/2008;;;30 dias;;10.134,96 €;;Câmara Municípal de Vale de Cambra;506735524;274;Humberto Poças, S.A.;501075666;275;;;;Alínea a), nº 1 do artigo 20º do CCP;Não aplicável;;;Aquisição de material de Água para Ordem de Serviço DSUA nº 1182/2008;;;;;
204;;"Seminários 2008 – INTERREG III B AMC  e Programa de Cooperação Transnacional MAC 2007-2013
Aquisição de Serviços de Catering";;Ajuste directo;02/09/2008;;;1 dias;;6.051,73 €;;Instituto de Desenvolvimento Regional;511280521;276;Hotel CS Madeira – Atlantic Resort e Sea SPA;511269420;277;;;;Não Preenchido;Não aplicável;;;"Seminários 2008 – INTERREG III B AMC  e Programa de Cooperação Transnacional MAC 2007-2013
Aquisição de Serviços de Catering";;;;;
205;;Aquisição de serviços de formação de formadores em cozinha avançada.;;Ajuste directo;02/09/2008;;;15 dias;;8.500,00 €;;Turismo de Portugal, IP;508666236;278;Associação de Cozinheiros Profissionais de Portugal (ACPP);501190295;279;;;;Alínea e) do n.º 1 do artigo 24º do Decreto-Lei n.º 18/2008, de 29 de Janeiro.;Não aplicável;;;Aquisição de serviços de formação de formadores em cozinha avançada.;;;;;
206;;Aquisição de caldeira para o Campo de jogos das Fontinhas.;;Ajuste directo;02/09/2008;;;15 dias;;10.864,20 €;;Câmara Municipal da Praia da Vitória;512044023;200;Pavicel;112095305;280;;;;Não Preenchido;Não aplicável;;;Aquisição de caldeira para o Campo de jogos das Fontinhas.;;;;;
207;;Aquisição 17 computadores, 17 monitores e 27 conjuntos de teclado + rato;;Ajuste directo;02/09/2008;;;10 dias;;10.827,60 €;;Câmara Municipal do Entroncamento;501120149;160;Bioscom – Equipamentos Informáticos, Lda.;503293946;281;;;;Não Preenchido;Não aplicável;;;Aquisição 17 computadores, 17 monitores e 27 conjuntos de teclado + rato;;;;;
208;;Prestação de Serviços do Cavaleiro Tauromáquico João Salgueiro;;Ajuste directo;02/09/2008;;;1 dias;;14.000,00 €;;Câmara Municípal de Alandroal;506772527;91;Lasix – Eventos Tauromáquicos, Lda.;507537734;282;;;;Alínea e) do n.º1, Artº. 24º, do Decreto-lei n.º 18/2008 de 29/01/2008;Não aplicável;;;Prestação de Serviços do Cavaleiro Tauromáquico João Salgueiro;;;;;
209;;Actuação do grupo “Ala dos Namorados” - Quarteira;;Ajuste directo;02/09/2008;;;1 dias;;16.300,00 €;;Câmara Municípal de Loulé;502098139;283;Eventos Spot – Agenc, Espectáculos Unipessoal, Lda.;508146941;207;;;;Alínea e) do nº 1 do artigo 24º do CCP;Não aplicável;;;Actuação do grupo “Ala dos Namorados” - Quarteira;;;;;
210;;Serviços de animação de rua - Quarteira;;Ajuste directo;02/09/2008;;;1 dias;;3.625,00 €;;Câmara Municípal de Loulé;502098139;283;Moinho da Musica – Edição Discográfica Unipessoal, Lda.;504961292;285;;;;Alínea e) do nº 1 do artigo 24º do CCP;Não aplicável;;;Serviços de animação de rua - Quarteira;;;;;
211;;Actuação da banda “Bico d’obra” - Quarteira;;Ajuste directo;02/09/2008;;;1 dias;;3.750,00 €;;Câmara Municípal de Loulé;502098139;283;Moinho da Musica – Edição Discográfica Unipessoal, Lda.;504961292;285;;;;Alínea e) do nº 1 do artigo 24º do CCP;Não aplicável;;;Actuação da banda “Bico d’obra” - Quarteira;;;;;
212;;Actuação da banda “Sons Tropicais” -;;Ajuste directo;02/09/2008;;;1 dias;;1.818,75 €;;Câmara Municípal de Loulé;502098139;283;Paulo Jorge Costa Pereira;214964795;286;;;;Alínea e) do nº 1 do artigo 24º do CCP;Não aplicável;;;Actuação da banda “Sons Tropicais” -;;;;;
